name,category,subcategory,website,url,description,contact_person,email,phone,location
Empathetic Media,VR Development,VR Apps,http://www.empatheticmedia.com/,http://www.vrmeister.com/empathetic-media/,"We are a transmedia agency creating the next generation of immersive stories.
Empathetic media was founded to use the power and responsibility of media to create empathy in the world.
To foster empathy we combine immersive storytelling with virtual reality, augmented reality and graphic journalism. Transmedia experiences enable participants to not only gather information within a context, but also to create empathy by making choices influencing the story and living another person’s life.
From print to mobile to tablet to desktop to fully immersive virtual reality – we will tailor the solution to suit you and your audiences’ needs.
We’re familiar with all the techniques and software to make it happen: HTML5, 3D scanning, Unity, After Effects, pen and paper to name only a few.
Our goal is to marry media with the story to create a completely new story experience.
Our team members have been on the cutting edge of digital storytelling technology for many years now, producing work that in many cases has never been done before.",Dan Archer,info@empatheticmedia.com,,"30th John Street 11201, Brooklyn, New York"
Serenity Forge,VR Development,VR Apps,http://serenityforge.com/,http://www.vrmeister.com/serenity-forge/,"Serenity Forge’s mission is to create meaningful, value-driven games that challenge the way you think.
We believe that video games can become a vital part of art, culture, and education.
Ultimately, we are in the business of improving people’s lives.
Our in-house team of versatile developers can develop games and interactive VR experiences from concept to release.",Zhenghua Yang (Z),contact@serenityforge.com,,"United States, Boulder, Colorado"
,VR Development,VR Apps,,http://www.vrmeister.com/first-facebook-integration-oculus-platform/,,,,,
,VR Development,VR Apps,,http://www.vrmeister.com/first-social-games-gear-vr/,,,,,
ACT Studios,VR Development,VR Apps,http://www.act-studios.co.uk/,http://www.vrmeister.com/act-studios/,ACT Studios specialise in presenting properties beautifully using both both professional photography and Matterport virtual reality tours – all at reasonable prices. We are European based with HQ in London.,,contact@act-studios.co.uk,0208 896 2232,London UK
360 experts,VR Development,VR Apps,http://www.360experts.nl/,http://www.vrmeister.com/360-experts/,"We are 360 experts a start up virtual reality business from The Netherlands.
With our niche-webshops we selling virtual reality glasses and 360 degree action camera’s.",Jurriën Kwint,info@360experts.nl,,Netherlands
,VR Development,VR Apps,,http://www.vrmeister.com/mcdonalds-happy-goggles-meal/,,,,,
,VR Development,VR Apps,,http://www.vrmeister.com/htc-vive-15-000-pre-orders-10-minutes/,,,,,
PanoGraph Ltd,VR Development,VR Apps,http://worldpanoramastock.com/,http://www.vrmeister.com/panograph-ltd/,"Our stock photo agency provides High-Resolution Panoramic images for web design, editorial, advertising and corporate use as billboards, murals, posters, free standing inserts, cover pages, wrap covers, double pages, gatefolds, fold-outs and various electronic media uses.
360 degree panoramas, photospheres for VR Heads, iPhone, iPad, Android and eBook applications.",Tamas D.Varga,tvarga@panograph.hu,36209441207,Hungary
FIVARS – (Festival of International Virtual & Augmented Reality Stories),VR Development,VR Apps,http://fivars.net/,http://www.vrmeister.com/fivars-festival-of-international-virtual-augmented-reality-stories/,The Festival of International Virtual and Augmented Reality Stories focuses on curating the best immersive story-driven content in the world with the aim of exploring and nurturing this platform for new narrative forms. Search WithoutABox to submit to the festival.,Keram Malicki-Sanchez,info@fivars.net,,"Toronto, Ontario/Worldwide"
VRTO (Virtual Reality Toronto),VR Development,VR Apps,http://virtualreality.to/,http://www.vrmeister.com/vrto-virtual-reality-toronto/,"VRTO is a productivity-oriented networking, discovery and events group for innovators, developers, inventors, storytellers, content producers, entrepreneurs, hackers, modders, programmers, pioneers, ontologists and adventurers in virtual, augmented and blended reality technologies, content and their development.
VRTO Meetups include practical, actionable, explorational, philosophical and technical discussions as well as content demos about contemporary virtual and augmented reality, opportunities and threats, blue sky and resource swapping.",Keram Malicki-Sanchez,info@virtualreality.to,,"Toronto, Ontario, Canada"
Transportive Technology,VR Development,VR Apps,http://transportive.technology/,http://www.vrmeister.com/transportive-technology/,"Transportive Technology is a virtual and augmented reality content think-tank and production company.
Founded in 2015, their first product was “Snow Globe” – an ASMR stereoscopic 360 video experience that showcased at the FIVARS festival in Toronto and Kaleidoscope in NY, NY.
The company continues to research solutions in immersive technology with a special focus on anti-anxiety, OCD therapies and calming strategies in VR.",Keram Malicki-Sanchez,info@transportive.technology,,"Los Angeles, California/Toronto, Ontario"
BuyVRdomains,VR Development,VR Apps,http://www.buyvrdomains.com/,http://www.vrmeister.com/buyvrdomains/,"VR is going to change the world as we know it!  VR domain names are at a premium. Buy yours here and now!
We are the sole owners of brandable, Virtual Reality domain names listed on our site.  The reality (no pun intended!) is that the millions of people using powerful search engines like Google will be searching with particular terms like “VR”, “VR360”, and “Virtual Reality” to find VR related products, information, and media.
Buying Virtual Reality Domains for your company is important if you plan to develop VR content or products of any kind. Domain names are the face of your website.  They need to be easy to find, type, remember and most importantly describe your VR related company.  It will also become essential to your marketing plans if you want to stay ahead of your competition.
All of our domain names have incredible marketing potential.",Jon DiLauri,info@buyvrdomains.com,201-738-8004,"United States, Florham Park, NJ"
,VR Development,VR Apps,,http://www.vrmeister.com/free-samsung-gear-vr-included-with-samsung-s7-preorder/,,,,,
Day and Night Productions Pty Ltd,VR Development,VR Apps,http://http//360panoramavideo.com/,http://www.vrmeister.com/day-night-productions-pty-ltd/,"Day and Night Productions Pty Ltd
Trading as 360 Panorama Video
360 Video production
360 Video post production",Lloyd Young,360panoramavideo@gmail.com,+61 (0)419447744,Australia
IMAGINE360,VR Development,VR Apps,http://www.imagine360.marketing/,http://www.vrmeister.com/imagine360/,"Immersive, Interactive, Innovative.
Based in Montreal, we are worldwide leaders in Virtual Tours, Virtual Reality experiences and 360 Videos.
We are a multimedia organization creating the highest quality, most immersive and interactive experiences to capture and captivate your audience.
Our work is unique to the market here in Canada and abroad.
We want to spread our technological knowledge and services in the media and advertisement domains over all continents.",Wael Chanab,hello@imagine360.marketing,18883603633,"Montreal, Canada"
AppMinded Ltd,VR Development,VR Apps,http://www.appmindedapps.com/,http://www.vrmeister.com/appminded-ltd/,"AppMinded is an App Development Company aiming to spread the scientific knowledge and enrich learning with new interactive experiences.
We endeavor to create original educational tools. When we design and develop our apps, we put all our mind and passion, our skills and heart, our knowledge and life experiences.
Mixed-Reality (Virtual and Augmented) technology will rebuild the way we play, socialize and learn. We believe Virtual Reality will become a powerful tool in education and holds on the promise of delivering an active and immersive cognitive experience. We chose to develop VR apps to create an interactive interface to support Life Science Learning.
Our apps are meant to be a gate to let you discover something new, to engage you in something innovative and to make you learn something amazing.
We have plenty of incredible ideas and we are putting all our effort to realize high quality applications and involve You, our user, in great and amazing virtual experiences.",,appminded@appmindedapps.com,,United Kingdom
HoneyVR,VR Development,VR Apps,http://www.honeyvr.com/,http://www.vrmeister.com/honeyvr/,"HoneyVR is considered as one of the leading immersive VR content creators and aggregators in the world.
Leveraging strong strategic partnerships with VR artists/studios from around the globe, the company is able to create and acquire top quality 360° VR content for a fraction of the standard cost of creation.
The company looks to monetize this content using their patent pending VR content distribution hardware.",Steven Austine,info@honeyvr.com,800-403-1360,"United States, Denver, Colorado"
VR Product Placement,VR Development,VR Apps,http://www.vrproductplacement.com/,http://www.vrmeister.com/vr-product-placement/,"The human brain tends to remember 10% of what it reads, 20% of what it hear but 90% of what it does or simulate.
Experiencing Virtual Reality is situated in those impressive 90%.
Taken a few simple facts into consideration you will come to realize that Product Placement in Virtual Reality experiences will deliver an unprecedented message with optimum retention.
The Most Powerful way of Future Advertizing",Orangeflag,info@vrproductplacement.com,,The Netherlands
Vixtu Technologies SL,VR Development,VR Apps,http://www.vixtu.com/,http://www.vrmeister.com/vixtu-technologies-sl/,"Production and distribution of 3D interactive videos (health, surgery, mass events, industry)",Carlos Sanjuan,Csanjuan@vixtu.com,34616453977,"Barcelon, Spain"
Raiz Media,VR Development,VR Apps,http://www.raiznewmedia.com/,http://www.vrmeister.com/raiz-media/,"Creation of virtual reality worlds. Graphics, sounds, fx  and interaction for virtual reality.
Mobile VR focused",Eduardo,raiznewmedia@gmail.com,‘+34 665019005,Spain
Dithernet,VR Development,VR Apps,http://www.dithernet.com/,http://www.vrmeister.com/dithernet/,"Application development in virtual reality.
Immersive video 360.",Didier THERY,contact@dithernet.com,33616538647,France
Estudiofuture,VR Development,VR Studios,http://estudiofuture.com/,http://www.vrmeister.com/estudiofuture/,"Estudiofuture was founded in 2009 by a team of experts in computer graphics who had a shared vision for applying 3D animation and gaming technology to new markets.
Now, virtual reality finally arrived and we are fully qualified to get the best out of it.
We are specialised in immersive 3D experiences and simulations.",Joaquin Ruiperez,info@estudiofuture.com,,Spain
Harmony Studios,VR Development,VR Studios,http://harmony.co.uk/,http://www.vrmeister.com/harmony-studios/,"Award winning Digital Realities studio specialising in immersive experience for brands and associated VR hardware.
Over 20 years experience in 3D visualisation and web based technologies for a wide range of markets and applications.",Jason Higgins,info@harmony.co.uk,‘+44 1767317614,United Kingdom
Art for After Hours,VR Development,VR Studios,http://www.artforafterhours.com/,http://www.vrmeister.com/art-for-after-hours/,"Art for After Hours, founded in 2001 by Anthony Cappetto, an internationally recognized 3D anamorphic artist designs and creates hand drawn 3D immersive environments using chalk, paints integrated with 4D emerging technologies such as virtual (VR), augmented (AR), and mixed (MR) reality for corporate/branding/advertising/public relations/government projects and initiatives worldwide.
4D emerging technologies can be seamlessly integrated into Art for After Hours 3D Immersive Environments with multiple combinations of vertical, ground panels designed fully with art, products, imagery for a total art experience in your corporate/branding/tradeshow messages all using traditionally hand drawn designed 3D anamorphic art by Anthony Cappetto and his art and 4D technology team.
360 degree, massive, video projection takes the 3D 4D immersive experience even further in scale, scope, and conceptual content.
  Contact us for additional information.
Due to the budgets and logistics required for optimum activations we ask that responses are serious inquiries with preliminary budgeting in place, dates, locations, markets, established for activations prior to proposals when contacting.",Anthony Cappetto,acappetto@artforafterhours.com,7187775850,"New York, United States"
Orb VR Labs,VR Development,VR Studios,http://www.orbvrlabs.com/,http://www.vrmeister.com/orb-vr-labs/,"Virtual Reality Content creation company based in Bangkok  with offices in Chiang Mai ,Thailand and Mumbai India.
Orb Vr Labs is  a full production team with  multiple camera  systems  and live  360 streaming  equipment for mobile live coverage of events .",Brynley Cadman,binc@orbvrlabs.com,66870054365,Thailand
Steelehouse Productions Inc.,VR Development,VR Studios,http://www.steelehouse.com/,http://www.vrmeister.com/steelehouse-productions-inc/,"Steelehouse is a creative studio of storytellers and visual artists who blend the mediums of live action, motion design and animation to engage audiences and build brands.
We are enthusiastic about VR as a new storytelling and experiential platform.
As a studio, we are “VR-Ready” and have produced CG and live action content for the Oculus Rift and Gear VR devices.
For a sample of our VR work check out Rexodus VR now available on the Oculus Share site.",Kevin Anderson,kevin@steelehouse.com,9186058205,United States
Lynx VR,VR Development,VR Studios,http://lynxvr.com/,http://www.vrmeister.com/lynx-vr/,"Lynx VR is a virtual reality development studio from Portugal. It’s an interactive media and entertainment company for the VR world, bringing virtual reality apps and experiences to people all around the world.
Their products range from bite-sized VR entertainment to elaborate educational and scientific VR apps.
Lynx VR believes that VR should be for everyone.
Making their titles available on various platforms, and offering wide accessibility, is a vital part of the company’s strategy.",Daniela Fontes,info@lynxvr.com,,Portugal
VertexVR,VR Development,VR Studios,http://www.vertexvr.nl/,http://www.vrmeister.com/vertexvr/,"Vertex VR is a dedicated virtual reality and immersive content studio.
We work together with the most sophisticated and talented 3D artists and Game Developers from the Game industry. Our artists are highly skilled and versatile.
We are using game engines such as Unity and Unreal Engine to create the most photorealistic experiences you will ever see.
Our custom built VR experiences will change the way you do business.
Clients as BouwInvest, Starwood Hotels&Resorts are trusting us to develop amazing VR campaigns and explore with us the endless possibilities in VR.
Amaze your clients, make Vertex VR your virtual reality development partner. Envision the future with Vertex VR.",,joen@vertexvr.co,,"Amsterdam, The Netherlands"
The Virtual Reality Company,VR Development,VR Studios,http://www.thevrcompany.com/,http://www.vrmeister.com/the-virtual-reality-company/,"“THE POTENTIAL OF VIRTUAL REALITY IS TRULY LIMITLESS. THE TECHNOLOGY KEEPS SHOCKING ME. WE LAUNCHED THE VR COMPANY TO BRING TOGETHER THE WORLD’S GREATEST STORYTELLERS AND ARTISTS TO CREATE AMAZING EXPERIENCES FOR VR. I SEE SEVERAL INCREDIBLE CONCERT HALLS BEING BUILT, SO WE’RE WRITING NEW SYMPHONIES.”
– Robert Stromberg, co-founder + Chief Creative Officer",,INFO@THEVRCOMPANY.COM,,United States
Groove Jones,VR Development,VR Studios,http://www.groovejones.com/,http://www.vrmeister.com/groove-jones/,"Groove Jones is a studio specializing in the creation of immersive Virtual Reality content and engaging interactive applications.
We provide 360º video capture and post production services, develop real-time render interactive virtual reality experiences and consult with our clients on strategic distribution services to amplify reach and effectiveness.
We are a content partner for all VR technologies including – HTC Vive, Oculus Rift, Samsung Gear VR, and Google Cardboard.
Services
• Strategic Planning and Consulting
• 360º Content Creation
• Real-Time Render Engine Development
• Creative Design
• CGI and Animation
• 3D Spatial Sound Design
• Deployment for On-Site Activations
• Digital Distribution",Dan Ferguson,whois@groovejones.com,,United States
World of VR,VR Development,VR Studios,http://www.worldofvr.net/,http://www.vrmeister.com/world-of-vr/,"World of VR was founded in November 2014 as a business Ltd. in Bonn, Germany. CEO und founder of World of VR is Timon Vielhaber.
World of VR specializes in Virtual Reality solutions from individual end users to large scale businesses. The current portfolio includes VR use cases for product and asset marketing, 360° photo and video event coverage as well as AR/VR interaction. The companies’ focus lies on delivering useful and exciting turnkey solutions as a single stop provider.
VRoggles is a low-cost personalized Virtual Reality viewer, produced and developed by World of VR Ltd. in Germany  for B2B scenarios with the end user in mind. VRoggles works with every modern smartphone and is highly inspired by USC’s FOV2Go and the Google Cardboard project.",Jens Epe (CTO),jens@worldofvr.net,+49 (221) 3014446-0,Germany
Hammerhead VR,VR Development,VR Studios,http://www.hammerheadvr.com/,http://www.vrmeister.com/hammerhead-vr/,"Hammerhead VR is a pioneering Virtual Reality & Immersive Content studio.
We create VR applications that push the boundaries to deliver unbelievably real and comfortable experiences, and harness VR to take people wherever their imaginations lead.",ush Kalia,hello@hammerheadvr.com,,United Kingdom
yellowBird,VR Development,VR Studios,http://yellowbirdsdonthavewingsbuttheyflytomakeyouexperiencea3dreality.com/,http://www.vrmeister.com/yellowbird/,"yellowBird is the pioneering world leader in impact full end-to-end VR concepts. We were founded in 2009 and pushed the boundaries of online video technology ever since. yellowBird is the most experienced 360º video and VR company in the world. We deployed 100+ projects worldwide, have an outstanding track record and dozens of proven & award winning impact cases.
We enrich existing live events, onsite experiences & traditional marketing means. With our immersive technology and creative- and business knowhow, we create effective online and mobile experiences that result in revenue. We call this unique methodology 361º impact creation.
This unique 361º methodology is based on the ISSUE, IDEA, IMPACT work flow. We always start with the clients ISSUE. Next step is to create the big IDEA from a business, creative and technological perspective. Finally this will result in measurable IMPACT.
 ",,requests@yb.nl,+31 50 8222 822,"The Netherlands, Groningen"
VR Playhouse,VR Development,VR Studios,http://www.vrplayhouse.com/,http://www.vrmeister.com/vr-playhouse/,"VRP is a creative studio that specializes in immersive content for virtual reality. We create original content and offer for-hire production services.
CREATIVE
Our creative team will help you develop the best virtual reality experience to support your project or event.
PRODUCTION
Employing the latest in image-capture technology to shoot eye-popping, beautifully rendered content, our in-house production team brings stories to life in 360 degrees.
POST
We use state-of-the-art computing power to provide post production workflow services compatible with any 360 production.
Founded in 2014, VR Playhouse is a Los Angeles-based company offering production services and original content for virtual reality. With a diverse background covering theater, documentary film, journalism, and event production, our team combines technical expertise with years of experience in experimental storytelling and world-building. We’re a colorful group, free-spirited, creative, and bonded by an ambitious and daring sense of exploration. We want to try new things, expand our minds, build something, and have an adventure.",,,,United States
Magnopus,VR Development,VR Studios,http://www.magnopus.com/virtualreality,http://www.vrmeister.com/magnopus/,"The growing enthusiasm for Virtual and Augmented Reality has been kicked into overdrive by the acquisition of Oculus by Facebook for $2 Billion and the $542M investment by Google in Magic Leap.
It’s no coincidence that Magnopus has been working in this space since day one. The visual effects community in Hollywood has been solving the challenges of VR and AR for decades and are perfectly positioned to deliver the highest-quality, narratively-driven content experiences available. You might even say that this is what Magnopus was born to do.
And we’ve been doing it. So far we’ve shot a variety of projects, and explored the capabilities from the perspective of the technology that’s available today, and what we know will be available tomorrow. In fact, where we’ve decided that capabilities should exist, but don’t, we’re developing them in-house now. Naturally we’ve got GoPro-based 360º rigs like everyone else, but we’ve also built and shot $250k custom cinema-grade camera rigs for more professional jobs. We’ve stitched, match-moved, and combined CG with interactive mobile platform-delivered products too. And we have a performance prototyping capture volume that lets us test out new ideas quickly.
BEHIND THE SCENES, WE’VE BEEN PUTTING PROJECTS THROUGH OCULUS, SAMSUNG, AND SOON, HTC, USING UNITY, UNREAL ENGINE, AND LIVE ACTION FOOTAGE SHOT ON ALMOST EVERY RIG OUT THERE, SO WE KNOW WHAT IT TAKES TO DELIVER EXPERIENCES THROUGH THOSE PLATFORMS.
As with any tech-rich environment with billions of dollars flying around, and no monetization scheme yet or even market identification, there’s a lot of enthusiastic people running around spouting (to be generous) complete and utter nonsense.
If you want the straight story, a quality finished experience, and no compromise on your vision because someone talks the talk, but can’t walk the walk…",,hello@magnopus.com,(213) 337-9950,United States
Exzeb,VR Development,VR Studios,http://exzeb.com/,http://www.vrmeister.com/exzeb/,"Exzeb is a daring production studio that works with brands, agencies & innovators to architect emotionally immersive and cinematic Virtual Reality experiences.
Founded on the unwavering belief that Virtual Reality can shake your emotional core, elicit unprecedented visceral reactions and defy the unimaginable, we exist to produce authentic work that gets noticed, ties in with multi-layered brand strategies and more importantly, considerably alters behaviour.
WHAT WE DO
We pride ourselves with what we call “Innovation Ambidexterity”.
One hand cementing brands as purveyors of genuine premium content, with the functional and experiential aspect of VR all aiming to integrate in and amplify your existing brand strategy and meet your business objectives.
The second hand, Exzeb Lab, is our Research & Development wing, with the sole purpose of re-imagining storytelling through technology. This enables us to keep fresh blood rotating in our conceptual circulation and bring new content development methods to the forestage.
We are your end-to-end VR partner: from research and consultancy to production and distribution.
360 VIDEO
We make audacious 360 videos using the latest VR technologies. Our content can be experienced on any VR headset as well as on mobile and desktop.
CGI VR
We ideate, design and produce 3D-animated VR content, either as part of full-CGI experiences or to add a bit of magic to your 360 video content.
SOUND
We produce all our audio content right from our in-house studio, with a keen focus on state-of-the-art binaural sound engineering.
EXPERIENTIAL
Building on our performing arts experience, we create experiential VR from event amplification to custom 4D installations.
 ",,hello@exzeb.com,,"Paris, France"
Capitola,VR Development,VR Studios,http://capitola.nl/,http://www.vrmeister.com/capitola-digital/,"Capitola is an innovation driven agency embedding the latest ideas and technologies in campaigns and digital product development. An open space where coders and creatives are blending technology and creativity on the spot.
We don’t talk but prototype. That’s what keeps us and our clients ahead of the game.",,info@capitola.nl,+31 20 845 2965,The Netherlands
Otherworld,VR Development,VR Studios,http://otherworldinteractive.com/,http://www.vrmeister.com/otherworld/,"We build the most transcendent Virtual Worlds for the entertainment, music, games and advertising industries.
Born in the Metaverse :: based in Los Angeles",,,,United States
Realiteer,VR Development,VR Studios,http://www.realiteer.com/,http://www.vrmeister.com/realiteer/,"Creating a magical world in virtual reality…Together.
At Realiteer, we are creating a Virtual Reality (VR) world for everyone.
The potential of this VR world is endless; users will be able to interact with other users, share magical experiences, make new friends, acquire real-life skills, and play entertaining games.",,Service@realiteer.com,(650) 421-2000,United States
Experience 360°,VR Development,VR Studios,http://www.experience360.tv/,http://www.vrmeister.com/experience-360/,"A cinematic Virtual Reality production services company located in Los Angeles. Experience 360° specializes in helping companies activate their brands through Virtual Reality content; including VR Ad spots, post-produced 360° videos, VR live-streaming events, and 360° Behind-The-Scenes content.",Ryan Moore,Experience360vr@gmail.com,2095918055,United States
Edge Visual,VR Development,VR Studios,http://www.edgevisual.co/,http://www.vrmeister.com/edge-visual/,"Edge Visual is a boutique studio creating world-class visual effects in a virtual reality world for an affordable price.  Building on the pedigree of Lucasfilm and Disney, digital storytelling is our specialty.
Whether it is a fully animated piece or integration of live-action footage and computer generated content, we have the expertise to make your ideas a reality.
We do customized programming, design and implementation of your project so you can experience a one-stop shop for all your creative content and app needs.",Edward Dawson-Taylor,contactedgevisual@gmail.com,,United States
Mbryonic,VR Development,VR Studios,http://www.mbryonic.com/,http://www.vrmeister.com/mbryonic/,"At Mbryonic we use technology to craft memorable products and experiences that entertain, educate and inspire.
Working in partnership with brands, organisations and publishers we design and develop
unique beautiful apps, installations and virtual reality experiences.
What we do
Virtual Reality
Immersive & powerful. Virtual Reality can transport you to far flung locations, imaginary worlds or subvert the environment around you.
Augmented Reality
Bring print media or physical objects to life to tell a story around your product.
Installations
Transform spaces using sound and light to create a magical environment where visitors interact with your exhibits.",Tom Szirtes,tom@mbryonic.com,,United Kingdom
Story Up,VR Development,VR Studios,http://www.story-up.com/,http://www.vrmeister.com/story-up-studios/,"Story Up Studios is a social enterprise that uses Virtual Reality video to surround people with compelling stories.
We story up causes, charities and others who might not be able to afford the cost of VR storytelling.
Our VR Journalism is financed through immserive branded content, storytelling classes, video licensing and valuable partnerships who empower us to give voice to the voiceless in 360 degrees.
Using Virtual Reality, Augmented Reality, Live, and even good old fashioned 2D video, StoryUP uses spherical video to foster better understanding of situations in the world that hurt our hearts.
Storytelling is a powerful tool to foster compassion, healing and empathy.
Combined with 360- degree, 3D video and positional audio, these immersive experiences can transport people to places they might not otherwise be able to visit in person.
VR Journalism and the emergence of head mounted displays allow stories to unfold on a screen that never ends. No longer does a video frame confine the viewer.
The story is all around us…up, down…everywhere. Have a touching story? Let’s StoryUP™!",Sara Hill,,,United States
Eightfold VR,VR Development,VR Studios,http://www.eightfoldvr.com/,http://www.vrmeister.com/eightfold-vr/,"Eightfold was created by Elyse Bromser-Kloeden and is based in the Dallas Texas area.
The aim is to craft experiences that transport you to another time and place.",,info@eightfoldvr.com,,United States
Boom Headshot Studios,VR Development,VR Studios,http://www.twitter.com/Diluted_NZ,http://www.vrmeister.com/boom-headshot-studios/,"Born in 1978; I have been a gamer for as long as I can remember.
I feel the time has come to give back something of the enjoyment I have received from the gaming industry to a new generation – namely those who will be growing up with Virtual Reality.
“Modern” or “Statistic based” forms of character damage will no longer suffice in the brave new world of VR, I fear.  I believe it is time to come up with a new system; do so quickly; and choose one which mimics “Physical Reality” as closely as possible.
At this point in time, I’d like to call your attention to this video, which demonstrates how modern firearms are tested for effectiveness against human tissue and other materials.  This is a scientific process, known as Ballistics Testing; is admissible as evidence in court; and would also be the basis for any work myself or my studio would do.
I use these words interchangeably, because as it stands there is no studio.  Just me – a man whose imagination outdoes his abilities in this field.
DMM
https://en.wikipedia.org/wiki/Digital_Molecular_Matter
How would this task be approached?  By using a programming technology known as Digital Molecular Matter, or DMM.  To quote from the above link from Wikipedia…
Function
DMM is a physical simulation system which models the material properties of objects allowing them to break and bend in accordance to the stress placed on them. Structures modeled with DMM can break and bend if they are not physically viable. Objects made of glass, steel, stone and jelly are all possible to create and simulate in real-time with DMM. The system accomplishes this by running a finite element simulation that computes how the materials would actually behave.”
By this logic, it should be able to create “Virtual Ballistics Gel” and therefore by extension “Virtual Human Flesh” in a software environment; for any number of scientific, medical, military or civilian simulation.  Oh, and at this stage I would like to interject that “human flesh” would just be the start.  Full musculature and skeletal constructs should also be possible to model in Virtual Reality.  This will allow players to kill and be killed with an amount of creativity that has never been seen before in conventional gaming…
Perhaps at this point you are excited, or would like to know more about my ideas?  Feel free to get in touch with me, and we will explore the VR inevitability in greater depth…",Tony Spencer,Diluted_NZ@hotmail.com,,New Zealand
ILMxLAB,VR Development,VR Studios,http://www.ilmxlab.com/,http://www.vrmeister.com/ilmxlab/,"THE PIONEERING SPIRIT THAT INSPIRED STORYTELLERS AND TECHNICAL ARTISTS TO IMPROVISE, INNOVATE, AND IMAGINE A GALAXY FAR, FAR AWAY IS BUILT INTO THE DNA OF ILMxLAB, THE NEW LABORATORY FOR IMMERSIVE ENTERTAINMENT.
THE COMBINED TALENTS OF LUCASFILM, INDUSTRIAL LIGHT & MAGIC AND SKYWALKER SOUND ARE REINVENTING THE WAY STORIES ARE TOLD AND EXPERIENCED, CONNECTING ARTISTS WITH THEIR AUDIENCES LIKE NEVER BEFORE.
THE COMBINED TALENTS OF LUCASFILM, INDUSTRIAL LIGHT & MAGIC AND SKYWALKER SOUND ARE REINVENTING THE WAY STORIES ARE TOLD AND EXPERIENCED, CONNECTING ARTISTS WITH THEIR AUDIENCES LIKE NEVER BEFORE.",,,,United States
Shok Kreative,VR Development,VR Studios,http://www.shokkreative.com/,http://www.vrmeister.com/shok-kreative/,"We tell stories through emerging technology.
Shok Kreative is a collective of digital artists and marketers that bring unique brand concepts to consumers in an authentic and impactful way. Our focus is on using cutting edge technology to tell stories that connect consumers to brands in an existential way.",Alan Smithson,alan@shokkreative.com,647-545-0610,Canada
3D Avatar Store,VR Development,VR Studios,http://3d-avatar-store.com/,http://www.vrmeister.com/3d-avatar-store/,"3D Avatar Store is a southern California based startup composed of individuals with film visual effects production, 3D game development, web technology, international business and licensing backgrounds. We are striving to do our best to provide you with a simple, useful 3D Avatar creation experience for consumers and professionals. Creating and animating realistic avatars of people we know is fun and fundamentally powerful when combined with new media. We welcome your feedback and suggestions for improving the site, our products and services.
If you are a Digital Artist interested in selling computer graphics and animation related products and services through us, please feel free to contact us. We are in the process of structuring our 3rd party seller program, and are interested in your input!
If you are a party interested in a Featured Use Commercial License of our Auto 3D Avatar technology, please introduce yourself and describe your proposed usage with reasonable detail. We will get back to you as quickly as possible. All reasonable requests will be carefully considered.",,,213-400-6424,United States
Balti Virtual,VR Development,VR Studios,http://www.baltivirtual.com/,http://www.vrmeister.com/balti-virtual/,"Balti Virtual is a creative studio focused on delivering the highest quality virtual reality experiences and augmented reality applications possible on the latest hardware available.
Based in Baltimore, with a core team of PC/console game industry veterans who have been working together since 1997.",Will Gee,wgee@baltivirtual.com,620.433.9455,Baltimore
Lab 4242,VR Development,VR Studios,http://lab4242.com/,http://www.vrmeister.com/lab4242/,"We are a group of pasionate developers that think that Virtual Reality is awesome and will open great new possibilities for all of us.
We have been exploring the possibilities since the dawn of the Oculus Rift and we are now ready to help you with your Vitual Reality project.
Virtual Reality can bring you to other places,
lets go there.",,feedback@lab4242.com,,The Netherlands
Greenfish Labs,VR Development,VR Studios,http://www.greenfishlabs.com/,http://www.vrmeister.com/greenfish-labs/,"Greenfish Labs specializes in the creation and development of immersive 360° Virtual Reality (VR) content for use on head-mounted displays (HMDs), mobile devices, tablets, and desktops.
VR Media production
Greenfish Labs’ team of creative media professionals have taken their award-winning skills in traditional broadcast production and translated it into an immersive 360° world.
Mantis One 360° STEREOSCOPIC (3D) 4K CAMERA
Our 360° storytellers utilize Greenfish Lab’s proprietary patent-pending cameras to capture your world in 360° stereoscopic (3D) high-definition cinematic quality.
BINAURAL STEREOSONIC VR AUDIO
3D Video in 360° in itself is impressive, but we don’t stop there. We make sure to enhance the VR experience by capturing binaural stereosonic audio – further blurring the line between the real world and the virtual world.
360° VR POST PRODUCTION
Our team of post–production technicians immerse themselves in a world of complex-stitching algorithms to craft a 360° seamless canvas that will mesmerize your eyes and captivate your mind.
REAL-TIME 360° VIRTUAL REALITY EXPERIENCE
Our proprietary patent-pending VR camera coupled with live VR editing technique enables us to broadcast and stream in HD (and now 4K), providing spectacular 360° fully immersive video for use on head-mounted displays, mobile devices, laptops, and desktops in real-time.",,contact@greenfishlabs.com,+1 717 473 7682,United States
HTML Fusion,VR Development,VR Studios,http://htmlfusion.com/,http://www.vrmeister.com/html-fusion/,"HTMLFusion is a full-service development shop operating in Culver City, CA and Bangalore, India.
We love to enhance the way people interact with machines to work, learn, play and socialize.
 ",,info@htmlfusion.com,(424) 258-0776,United States
